course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
ENGL 122NE,https://ucsbplat.com/curriculum/class/FALL%202025%2052704,Letter Grade,"[""A"", ""A""]","[37, 100, 40]",[]
CHIN 122A,https://ucsbplat.com/curriculum/class/FALL%202025%2006775,Letter Grade,"[""A"", ""A""]","[10, 30]","[""She is the sweetest thing, she really cares for her students and she even hosts events like hotpot night. She gives rewards, prizes, snacks. The class has a lot of HW but if you turn it in on time it's basically an A. Tests are easy and straight forward. I look forward to her class every day, its a nice break from other lectures."", ""There is a lot of busy work associated with this class, would not take it with too many other units. She is really sweet and nice and wants you to succeed. Try to come to class so you know when stuff is due. Gives study guides that are basically the tests. Easy A, just put in the work for the assignments and participate in the class.""]"
CMPSC 293A,https://ucsbplat.com/curriculum/class/FALL%202025%2054049,Letter Grade,[],[],[]
ED 99,https://ucsbplat.com/curriculum/class/FALL%202025%2016170,Letter Grade,"[""A"", ""A""]","[60, 29, 40]",[]
INT 191UR,https://ucsbplat.com/curriculum/class/FALL%202025%2057059,Letter Grade,[],[22],[]
EEMB 197,https://ucsbplat.com/curriculum/class/FALL%202025%2018499,Letter Grade,"[""A"", ""A""]",[5],[]
GLOBL 199,https://ucsbplat.com/curriculum/class/FALL%202025%2025338,Letter Grade,"[""A"", ""B+""]","[5, 9, 7]",[]
TMP 597B,https://ucsbplat.com/curriculum/class/FALL%202025%2049239,Letter Grade,"[""A+""]","[51, 51]",[]
MCDB 503,https://ucsbplat.com/curriculum/class/FALL%202025%2034934,Letter Grade,[],"[26, 6]",[]
MCDB 270,https://ucsbplat.com/curriculum/class/FALL%202025%2059675,Letter Grade,[],[9],[]
ED 381,https://ucsbplat.com/curriculum/class/FALL%202025%2016998,Letter Grade,"[""A"", ""A""]","[6, 5]",[]
COMM 104,https://ucsbplat.com/curriculum/class/FALL%202025%2010140,Letter Grade,"[""B"", ""B""]","[15, 90]","[""Professor Reid is incredible. Absolutely adored his lectures and his humor. Super engaging and highly knowledgeable. Its a difficult course because of the science heavy content but its so worth it. I would highly reccommend this class. This is what higher education is for. Beautiful educational experiences with seasoned academic professionals.""]"
ED 323F,https://ucsbplat.com/curriculum/class/FALL%202025%2016816,Letter Grade,"[""A"", ""A""]","[18, 24, 21]",[]
ART CS 107,https://ucsbplat.com/curriculum/class/FALL%202025%2051417,Pass/No Pass,[],"[18, 8, 12]",[]
SPAN 152,https://ucsbplat.com/curriculum/class/FALL%202025%2053488,Letter Grade,"[""A"", ""A""]","[14, 10]","[""This class and professor were awesome! Relatively simple and straightforward, watched one movie a week, one response paper all quarter, essay-based short and simple midterms and finals. The movies were all cool and for the post movie discussions, Prof Grasset made us think critically which helped me get a lot out of the class.""]"
ECE 194BB,https://ucsbplat.com/curriculum/class/FALL%202025%2013714,Letter Grade,"[""A-"", ""A""]","[12, 51, 9]","[""Tough exam and homework but interesting course and great Professor.""]"
MAT 594CE,https://ucsbplat.com/curriculum/class/FALL%202025%2029983,Letter Grade,"[""A"", ""A+""]","[5, 19, 8, 10]",[]
ME 105,https://ucsbplat.com/curriculum/class/FALL%202025%2035220,Letter Grade,"[""A"", ""A-""]","[86, 17]","[""Defenitely an awesome professor! I took professor Tsai's ME 10 in spring and it was a great fun. He explains the subject matter clearly and gives interesting projects weekly for us to work on. Definitely pay more attention to the labs and the website design because they compose a large percent of the grade!"", ""Great professor who truly cares about his students"", ""Great professor and the class was super fun. Lots of weekly homework assignments, but part of it can be completed in lab every week. Though be ware, I ended up spending a lot of money on this class buying the online text and materials for projects.""]"
HIST 20,https://ucsbplat.com/curriculum/class/FALL%202025%2055798,Letter Grade,"[""A+"", ""A""]","[162, 18, 18, 18]","[""Professor Aronova is so cool! I went to her office hours a ton and she was always so nice and welcoming. Her class was so interesting I would absolutely recommend. She's one of the best history profs I've ever had! Her prompts are vague but I really liked that it gave us the freedom to explore the topic however we wanted."", ""I overall really enjoyed Aronova's class content & format. Her lectures were boring but attendance isn't necessary. She's also very kind and approachable. I agree with others that her prompts are open-ended and at times confusing, but you also get a lot of creative freedom over what you research & write about so I think it's worth it."", ""Class itself is easy if you do the reading (not that hard) and go to lecture, the content was really interesting. Sometimes her accent can be heavy but I never had any trouble understanding her. The midterm was super easy and a copy of the study guides she posts. She was super lenient with the strike, and she genuinely cares about her students.""]"
WRIT W 6R,https://ucsbplat.com/curriculum/class/FALL%202025%2062711,Letter Grade,"[""A"", ""A""]","[25, 24]","[""christian was a great professor for writ 50, the classes were long (about 2 hrs) but discussions were very fun and he is great at making every student feel included. grade is mostly based on the final research project but you get more than enough time in class/out of class to work on it and he doesn't grade harshly. one of my fav classes"", ""I took 109 with Thomas and it was super chill. Lots of weekly assignments but they're pretty easy and fun (mostly discussion posts or short writings). Big paper due at the end but he really guides you through the process and gives you a lot of creative freedom/flexibility."", ""Professor Thomas is the best! The class is fun and deals a lot with gaming not just writing so its overall super interesting! Weekly hw is easy and doable and the end project is make your own game and an essay about it. No mid or final exam. He is one of the most accommodating, lenient, caring teachers Ive ever had at UCSB. Take him if you can!!!""]"
ED 210,https://ucsbplat.com/curriculum/class/FALL%202025%2016550,Letter Grade,"[""A"", ""A""]","[20, 11]","[""This class material is a joke. Unless you're an extreme radical leftist, do not take this class. You will only cover ideas that are insanely progressive and so extreme that I could not help but laugh at anyone agreeing with 90 percent of what we covered. Save your sanity and take a real course.""]"
LING 230,https://ucsbplat.com/curriculum/class/FALL%202025%2057505,Letter Grade,"[""A""]","[12, 12]","[""This class was really interesting, but it is a lot like LING 70 if you have taken that class before. This was my first upper division class and it was still very manageable. She is super accommodating and very knowledgeable."", ""One of the best professors at UCSB. She clearly cares about her students and understands the struggles that students go through in college. The actual class is easy, lots of random work but easy stuff. Easy A, just show up and do your assignments."", ""Great class, but lectures were awkward at times due to Professor Bucholtz's white guilt that would show through some of the things she would say. Other than that, there are a lot of assignments, but a lot of things end up being dropped from your grade. No in-class midterm/final. Overall, an easy A. Just wish it was taught by a person of color.""]"
ME 215A,https://ucsbplat.com/curriculum/class/FALL%202025%2035642,Letter Grade,"[""A"", ""A+""]","[16, 18]","[""Mezic is both extremely knowledgeable as well as enthusiastic. Very positive attitude and always willing to help. This is a unique class and I doubt anyone can teach it as well as Mezic. Although it requires a strong mathematical foundation, this class is certainly worth taking for anyone interested in applied mathematics and dynamical systems.""]"
MCDB 500,https://ucsbplat.com/curriculum/class/FALL%202025%2034900,Pass/No Pass,[],"[26, 6, 20]",[]
ME 157,https://ucsbplat.com/curriculum/class/FALL%202025%2035402,Letter Grade,"[""A"", ""A""]","[30, 75]",[]
ME 210A,https://ucsbplat.com/curriculum/class/FALL%202025%2035626,Letter Grade,"[""A"", ""A""]","[10, 36]",[]
CHEM 2AL,https://ucsbplat.com/curriculum/class/FALL%202025%2054965,Letter Grade,"[""B"", ""B+""]","[20, 16]",[]
CHEM 2BL,https://ucsbplat.com/curriculum/class/FALL%202025%2055004,Letter Grade,"[""B""]",[16],[]
GLOBL 197A,https://ucsbplat.com/curriculum/class/FALL%202025%2057224,Letter Grade,"[""A""]",[5],[]
CMPSC 190DD,https://ucsbplat.com/curriculum/class/FALL%202025%2063289,Letter Grade,"[""A"", ""A""]","[45, 19, 33]","[""Didn't learn much from lectures, but easy tests and grading scheme made up for it. Overall would recommend taking."", ""A mix of semi-lackluster lectures plus a bad TA (got unlucky, my TA was very dull and hard to understand) made me learn so little in this class, self-studying was much more effective. However, she's likely your best bet for the 120 series given decent tests and caring/kind attitude, even if she can be difficult to reach occasionally.""]"
ED 191W,https://ucsbplat.com/curriculum/class/FALL%202025%2016477,Pass/No Pass,"[""0%"", ""0%""]","[92, 23, 23]","[""Syllabus clearly explains what will happen in class. Graded solely on attendance (section and lecture), group project (randomized with people in your section (can be good or bad)), and a few discussion posts and quizzes. Mark is so nice and is always accessible after lecture. I highly recommend this class, as anyone can do well if they have fun."", ""I loved this class! You can tell Mark is such a genuinely good person and the stuff he teaches is so valuable. I recommend his course to any student at UCSB."", ""Great class!! It's not an \""Easy A\"" but if you do all the work you'll be totally fine! I did all the work and studied a bit for the tests (which are harder than you'd think but totally doable) and got an A-! You can do it :) The class was sooo worth it. Great teachers, relatable subject... TAKE IT.""]"
WRIT 2,https://ucsbplat.com/curriculum/class/FALL%202025%2049627,Letter Grade,"[""A-"", ""A""]","[25, 24]","[""I loved professor Baron. He really cares about students and wants them to succeed. He is willing to spend time outside of classroom to give many useful feedbacks. Definately would take again."", ""G.O.A.T!!! I took it last quarter, highly recommended Prof. Haber to everyone who needs to improve their academic writing, he is super warm and supportive :) Love this man! Gonna take another his class in Spring!""]"
ARTHI 192D,https://ucsbplat.com/curriculum/class/FALL%202025%2001560,Letter Grade,[],"[15, 15]","[""Her class is wayyyyy too much for an GE. If you like European art, then this class is for you. Otherwise, avoid her ASAP as it will take more time to study than your major classes."", ""So incredibly boring and gives no actual value to the taker. For this class you have to memorize the name, date, author, and original location for 80+ images along with having some background of each image. Doesn't post lecture slides and slides have no writing so to do well you have to pay attention constantly. WOULD NOT RECOMMEND""]"
EARTH 18,https://ucsbplat.com/curriculum/class/FALL%202025%2011759,Pass/No Pass,[],"[296, 20, 301]",[]
EEMB 2LL,https://ucsbplat.com/curriculum/class/FALL%202025%2017459,Letter Grade,"[""A+"", ""A+""]","[24, 24]","[""It sucks I have to rate this class so low, because my TA was really good. The subject matter was not as interesting as MCDB lab, but the exercises were much easier since we got instant feedback/unlimited attempts. Nguyen is not very responsive, you should never ask for help unless really necessary. So many tech issues, and she's not very helpful."", ""Unpopular opinion, Alice is an incredible professor. I just finished the entire intro biology series + labs and honestly, I think she did everything that she could to be helpful throughout the series. Yeah there were a few errors on her end- but cut her some slack, the woman manages the ENTIRE intro bio department. IDK why she gets so much hate.""]"
ESM 401B,https://ucsbplat.com/curriculum/class/FALL%202025%2062505,Letter Grade,"[""A+"", ""A""]","[5, 5]",[]
EACS 4A,https://ucsbplat.com/curriculum/class/FALL%202025%2010959,Letter Grade,"[""A"", ""A""]","[297, 20]","[""The reading is a bit heavy but the content itself isn't the worst. I would say the worst part of EACS 4A is the participation requirements needed to earn points.""]"
LING 260,https://ucsbplat.com/curriculum/class/FALL%202025%2057562,Letter Grade,"[""A"", ""A""]","[13, 15]","[""She's a great lecturer and really wants students to succeed. If you have any homework questions make sure to go to office hours for clarification. If you're interested in SLP make sure to take her! This class was homework (50%) and attendance (20%) heavy with only a final (30%) - no midterm or paper. Very nice teacher!"", ""Very passionate professor, but she is disorganized with lectures. Each slideshow was about 50-80 pages long. There is so much information thrown at you at once. The textbooks are supposed to explain things more in depth, however they do not really coincide with all lecture material. I recommend going to office hours and reviewing lectures!""]"
CHEM 271A,https://ucsbplat.com/curriculum/class/FALL%202025%2076570,Letter Grade,"[""A"", ""A""]","[5, 6]",[]
ENGL 298,https://ucsbplat.com/curriculum/class/FALL%202025%2063552,Letter Grade,[],[],"[""At first I didn't mind this class and her teaching methods. I really appreciated how much she knew about medieval literature. But after a while it became clear that she was a professor who only cared about lectures and wasn't involved in any other part of the class. My TA, who was super helpful, was my main source of information for the class."", ""I really enjoyed having her for medieval literature because I did not think I'd enjoy this class. She is funny, engaging, and brilliant, which was motivating for this class since it was later in the day. Readings may be hard at first, but you get used to them as she gives you plenty of time to read. My TA was also really helpful. Would take again.""]"
THTR 195,https://ucsbplat.com/curriculum/class/FALL%202025%2057943,Letter Grade,"[""A+"", ""A+""]","[10, 18, 12]",[]
PSY 10A,https://ucsbplat.com/curriculum/class/FALL%202025%2044883,Letter Grade,"[""A"", ""A""]","[100, 24]","[""This class was super chill. Lectures felt slow and she kind of rambled on a lot, but lecture slides were posted. Theres a lot of info, but the slides have everything you need to know. Tests were straight forward, quizzes were easy, I got docked points on my reflection assignments for stupid mistakes which was annoying but it didn't affect much.""]"
INT 84ZL,https://ucsbplat.com/curriculum/class/FALL%202025%2063545,Letter Grade,"[""A"", ""A""]","[20, 19, 20, 11]",[]
JAPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028399,Letter Grade,"[""A"", ""A""]","[24, 26]",[]
ME 17,https://ucsbplat.com/curriculum/class/FALL%202025%2035139,Letter Grade,"[""A"", ""A+""]","[69, 5, 62]","[""Was enrolled in Math of Engr but the teacher put me in another Canvas CMPSC both about matrixes, resulted in a fully wasted quarter for this class, never answered to my mails.\nI recommend to double check that especially if its your 1st quarter at UCSB. Great guy and course other than that"", ""The majority of this class is a 1/5 in difficulty; the last week is a 5/5, and I did not procrastinate. I was actually ahead. Most of the hw and midterm is very easy, then all of a sudden for the last hw and the final he just goes crazy and makes it far, far harder than anything before in the class. Lectures are boring, and he is hard to hear."", ""Professor Gibou is a great professor who knows the material well and is always eager to help students as best he can. Class is very homework heavy with midterm and final projects, no exams. Material can be difficult depending on students' prior coding experience but if you work hard to understand it you will both do well and learn the material.""]"
PHYS 115A,https://ucsbplat.com/curriculum/class/FALL%202025%2040451,Letter Grade,"[""A-"", ""B""]","[50, 25]",[]
PSY 118L,https://ucsbplat.com/curriculum/class/FALL%202025%2045211,Letter Grade,"[""A"", ""A""]","[48, 16]","[""One of the true gems at UCSB and specifically in the psychology department. Makes everything incredibly clear and is also funny, compassionate, and truly knowledgeable about psychology methods in research. I would take him for 10 more classes if I could, no matter the subject."", ""He's a super nice and approachable professor. I took him for lab in the winter and he always made sure to convey class information very clearly. You get to design your own experiment with your group so attendance is pretty much mandatory. One lab report, one short final on key terms. TA's are super helpful. Would take again.""]"
HIST 168CR,https://ucsbplat.com/curriculum/class/FALL%202025%2056564,Letter Grade,"[""A"", ""A""]","[8, 15]","[""I have regarded many courses as some of the worst I have taken but I think this is actually the worst. We got behind in lecture so she made the last two assignments due right before finals. She was extremely disorganized and treated the class like it was the only one we were taking. It felt rushed and like I barely learned anything."", ""I absolutely adore Professor Castillo-Munoz! She really cares about her students and about history and you can feel that when she lectures. I learned so much from her class and I loved that grading was based on the readings, midterm, and final. I would 100% take another class with her!""]"
ED M 320,https://ucsbplat.com/curriculum/class/FALL%202025%2017145,Letter Grade,"[""A"", ""A""]","[18, 17]",[]
TMP 244,https://ucsbplat.com/curriculum/class/FALL%202025%2066886,Letter Grade,"[""A"", ""A""]","[5, 5, 5, 5]",[]
MCDB 198,https://ucsbplat.com/curriculum/class/FALL%202025%2034405,Letter Grade,"[""A"", ""A""]","[9, 15]",[]
CHEM 279HH,https://ucsbplat.com/curriculum/class/FALL%202025%2064840,Letter Grade,[],[],[]
LAIS 591,https://ucsbplat.com/curriculum/class/FALL%202025%2077412,Pass/No Pass,[],"[9, 15, 5]",[]
ED 212,https://ucsbplat.com/curriculum/class/FALL%202025%2016576,Pass/No Pass,[],"[9, 20]",[]
MATH 221A,https://ucsbplat.com/curriculum/class/FALL%202025%2032425,Letter Grade,"[""A+"", ""A""]","[7, 5]","[""I really enjoyed this class even though I hate lin algebra. The only complaint I had was the grading scheme: hw, quizzes, mt1, mt2, final were worth 20% each. I understand he did this to help us out, but for me, I scored high on the exams and low on the hw and quizzes, so I ended with a B. He's very helpful though and never condescending."", ""Bigelow is the best professor for Math4A!! Take his Math4A!!! tests and homework are very easy!! Easy A!!""]"
HIST 201ME,https://ucsbplat.com/curriculum/class/FALL%202025%2058065,Letter Grade,"[""A"", ""A""]","[26, 12]","[""Ive taken Professor Seikaly twice. This class was quite difficult. Lectures got a bit confusing but very knowledgeable. Def need to have prior knowledge. 3 in class essays open note. Never read a thing and was able to get an A. Grades do not go into canvas so u dont know what your grade is till they come out after finals. love her, just difficult."", ""She knows her stuff and is respectful of students opinions. However, there were some weeks when the reading was just way too much. I learned plenty from this class though."", ""weekly responses. midterm/final takehome but too long for a GE. shes nice and knowledgeable, but if you dont know anything about the middle east the class is difficult- she expects you to already have context. easy enough if you use wiki. could probably skip lecture if you do online iclicker. if you hate writing do not take this class""]"
COMM 145,https://ucsbplat.com/curriculum/class/FALL%202025%2073965,Letter Grade,"[""B-"", ""A""]","[90, 89]",[]
MATH CS 199,https://ucsbplat.com/curriculum/class/FALL%202025%2032623,Pass/No Pass,[],[27],[]
ECE 157A,https://ucsbplat.com/curriculum/class/FALL%202025%2013474,Letter Grade,"[""B+"", ""A""]","[44, 15]","[""Wang is a great professor. He knows the materials that he teaches very well, and he incorporates his industrial experience within his lecture. In addition to class materials, he also teaches you a lot of life lessons that really inspire you and help you in the long run.""]"
CHEM 501A,https://ucsbplat.com/curriculum/class/FALL%202025%2006593,Pass/No Pass,[],"[26, 27]",[]
MATH 3B,https://ucsbplat.com/curriculum/class/FALL%202025%2030270,Letter Grade,"[""A"", ""B""]","[150, 25, 25]","[""(For Math 8) Very awesome professor! Was passionate about the subject and was a great professor overall. He really made me intrigued with proofs and whatnot, helping lay down the foundations to mathematical proofs and such. Would definitely take him again. 35% midterms, 35% homework, 30% final."", ""Great professor, homework can be extensive but tests are extremely easy. He provides ample examples in class similar to the questions seen on exams, just show up to the lectures, do the homework and you'll get a good grade."", ""Best math prof I have ever had. The lectures are always pretty clear and before every midterm he goes over everything that will be on it. All exams are pretty easy, homework can get difficult but you have unlimited chances and hw is weighted pretty heavily so definitely take all those chances. I would 100% take again thanks Yan""]"
ENGR 13A,https://ucsbplat.com/curriculum/class/FALL%202025%2019679,Pass/No Pass,[],[33],"[""Belding is a great lecturer and teaches complex material well. The assignments are fair and there are SO many extra credit opportunities offered (ex. attending section, watching videos, lab for grade bump on final). She wants you to succeed. I'm a senior and this was the first CS class that I found really interesting and engaging. Would recommend!"", ""Do the homework, grading is normal, all the tests info are on slides, just study them, don't know why people don't like that, better than having no info on the slides. Provided a cheatsheet but cheatsheets are only good for studying. As long as you show up, which college students dont, easy A.""]"
PSTAT 234,https://ucsbplat.com/curriculum/class/FALL%202025%2044263,Letter Grade,"[""A"", ""A""]","[5, 36, 27]","[""the way the class is weighted it is easy to get a good grade without doing that much however class was so boring i did not learn anything in class and I was confused all quarter long. I came away from this class feeling like I learned absolutely nothing."", ""Very bad and boring lectures. Do not take this professor if you actually want to learn anything.""]"
ECE 136A,https://ucsbplat.com/curriculum/class/FALL%202025%2013219,Letter Grade,"[""A+"", ""A+""]","[24, 24]","[""such a bad professor, rambles A LOT, mumbles, stutters and speaks really fast, can't understand half of what she says. I wish i never took this class. Midterms are 4 short response, 1 essay question, for second midterm it's a take home paper that's being graded tough. TA tough graders but helpful, without them i wouldn't know what what's going on"", ""Really bad professor, she rambles/stutters and yaps too much. Feels like she won't prepare you for the midterms, 2 days in, I already wanna drop. All she do is glaze maps and really boring lecture, don't even go. Hopefully the readings will be fine... Try to not get this class pls."", ""I feel like a lot of these ratings on her teaching style are unfair, I thoroughly enjoyed her class and she has an obvious passion for teaching. I would recommend using her office hours as she will help you shape your essays and is clear with what she wants. I would definitely take her again given the opportunity, but a lot of writing and readings.""]"
HIST 295TS,https://ucsbplat.com/curriculum/class/FALL%202025%2058107,Letter Grade,"[""A"", ""A""]","[12, 7, 6]","[""take this class! graded on 1 midterm where he gives all possible q's + a cheat sheet, section participation, final essay, and 6 300 word papers. i didnt go to class at all after the midterm (go before to get notes and be able to do well on the midterm). i got a 99 in the class bc lectures are interesting, content+paper arent hard, midterm is easy."", ""He is a great lecturer and class was pretty easy. If you go to lecture and take notes you will get an A. There were weekly 300 word mini papers, pretty easy and top 6 count, a midterm where you get a full page of notes to bring, and a final paper that was pretty easy. This was a great class that I really enjoyed."", ""I loved this professor. He was an amazing lecturer and I actually went to class. The grade mainly depends on your TA and mine was hard but AMAZING. I found this class very fulfilling and interesting. There was a midterm in-class essay and 2 vocab q's and a final paper. The rest of the grade is weekly writings and participation. Take this class!""]"
LING 3B,https://ucsbplat.com/curriculum/class/FALL%202025%2061689,Letter Grade,"[""A-"", ""A""]","[18, 18, 18]",[]
DANCE 99,https://ucsbplat.com/curriculum/class/FALL%202025%2010686,Letter Grade,"[""A"", ""A+""]","[17, 11, 8]",[]
COMM 138,https://ucsbplat.com/curriculum/class/FALL%202025%2061846,Letter Grade,"[""C"", ""A""]","[27, 32]","[""Don't ask questions because he most likely won't answer them. If you go to the bathroom or miss class you're basically done. Do not take this professor!"", ""I have mixed feelings about this class. It was difficult because he doesn't use gaucho space, Canvas, and is not easily accessible outside of class. No make ups. No late submissions. Even if you have a documented excuse. You can tell he is passionate about his class and knows his stuff. Interesting class. Make sure you show up.""]"
WRIT 124,https://ucsbplat.com/curriculum/class/FALL%202025%2050609,Letter Grade,"[""A-"", ""A""]","[25, 25]","[""Super knowledgeable professor. Would sometimes go on tangents, but overall I learned a lot about PR and feel like a much better writer. You have the freedom to write about any company you're passionate about, which was fun. Also learned a bit about design and graphics. Not too much work, I would take her class again."", ""taking this class showed me why PR is a dying industry.\n\nlecture = unorganized rambling. you'll wish you had a clone to sit in for you. if someone asks a question she'll talk about 5 other different things for 20 minutes to answer. reading responses have confusing due dates (she acknowledged this and changed stuff around, so that's good at least)."", ""Such a kind professor and you can tell she really cares. One of the few classes that I feel will actually apply to my professional and personal life, and I have learned more about writing in this class than any other class I've taken in college. Engaging topics and a lot of range in terms of what you want to write about.""]"
KOR 4,https://ucsbplat.com/curriculum/class/FALL%202025%2057810,Letter Grade,"[""A"", ""A""]","[8, 10]","[""i took the full two year Korean series with her and it was such a great experience, if you can take this class i highly highly recommend!! second year is more work and it moves quickly, so don't underestimate the effort it will take to get a higher grade, but its 100% worth it. she sometimes brings her adorable foster kittens to office hours"", ""Wona is a great language lecturer. Language class in a three-week session is at a crazily fast pace, but Wona really knows how to make the class creative, engaging and enjoyable. All grading except for tests and exams are based on completion, so it is an easy A!""]"
ME 291A,https://ucsbplat.com/curriculum/class/FALL%202025%2061960,Letter Grade,"[""A"", ""A+""]","[6, 9]","[""Everything is based on the lectures, however I was one of the those students who actually bought the textbook and found it really useful for the labs, and study guides he provided us for the exams. His teaching is boring but the material is interesting. Can be an easy A (due to curve), although his exams were a little more tedious than expected."", ""I loved this class and I loved Dave. He was super funny and really passionate about his field. He talks a lot about his research (which I found super interesting) and related oceanography to every day life. Creative tests (i.e. not just multiple choice) that were pretty easy if you pay attention. Loved him, would definitely take again. Easy GE."", ""Valentine is a very laid back professor. I felt his lectures were very clear and reflected almost exactly what would be on the tests. Plus, he provided a study guide with topics before each exam. Seems like a genuine guy who really loves what he does. Don't buy the book, didn't open it once. Section activities are very easy as well.""]"
MUS 299A,https://ucsbplat.com/curriculum/class/FALL%202025%2037580,Letter Grade,"[""A"", ""A""]","[15, 10]",[]
CNCSP 227,https://ucsbplat.com/curriculum/class/FALL%202025%2009506,Letter Grade,"[""A"", ""A""]","[14, 8]",[]
WRIT 107J,https://ucsbplat.com/curriculum/class/FALL%202025%2050401,Letter Grade,"[""A"", ""A""]","[22, 10, 25]","[""He is a nice guy. All the instructions for activities were only given in class, so attendance is mandatory. The in-class activities were fun and required communication with classmates, so be ready to speak. Fair grading. He did give a lot of instruction for writing assignments this quarter. I think everyone got good results.""]"
WRIT 105WE,https://ucsbplat.com/curriculum/class/FALL%202025%2061150,Letter Grade,"[""A"", ""A""]","[10, 25, 25]","[""Very interesting guy. I personally get along with him, but I can see why others don't like him. He has said some extreme stuff before, but I think he at least has knowledge/research to back him up. He gives good feedback, and you can recover if you do poorly early on (I did), and he is very transparent about improving if you show interest.""]"
SLAV 151C,https://ucsbplat.com/curriculum/class/FALL%202025%2052795,Letter Grade,"[""A"", ""A-""]","[15, 30]",[]
ENGL 131AW,https://ucsbplat.com/curriculum/class/FALL%202025%2054015,Letter Grade,"[""B-""]",[24],[]
EARTH 7,https://ucsbplat.com/curriculum/class/FALL%202025%2011494,Letter Grade,"[""B"", ""C+""]","[301, 26, 24, 26]","[""Lectures are boring and the professor can't teach. Goes off on tangents and talks about irrelevant things. Just watch classes online, go to your section, and pray for a good TA because they're the ones who are helping you pass this class."", ""Midterm and Final had a failing average, people should not take this class as an easy GE."", ""This class was awful. I took it because I had to get more units in and thought it wouldnt be that hard but I was wrong. The labs and homework are the only reason I passed and that was because I got a good TA. However, he had no set grading procedures and gave a midterm and final that he made worth 50% at the last minute. DO NOT TAKE!!""]"
EARTH 501MT,https://ucsbplat.com/curriculum/class/FALL%202025%2012617,Letter Grade,[],"[10, 10]",[]
MUS 198,https://ucsbplat.com/curriculum/class/FALL%202025%2037358,Letter Grade,"[""A""]","[10, 10]",[]
ECON 1,https://ucsbplat.com/curriculum/class/FALL%202025%2014167,Letter Grade,"[""A"", ""A""]","[677, 35, 35]","[""Everything was super straight forward. You take 4 exams and the worst one gets dropped. Attendence for lectures and sections was optional but recommended. It's really clear what grade you are going to get so grade is expected. Slides were very well made and lectures are good. I really enjoyed this class and I am missing her in Econ 2."", ""I honestly really like her (and her outfits!). She is a decent lecturer, I think the harsher ratings mostly come from the fact that her tests seem unfair and there was no curve. However, I think she compensated by making the last test MUCH easier. You get to drop lowest test, no final, just unit-like exams. Average 13.5/15ish per test for an A."", ""She teaches the class like she's too good to be there. Explains concepts like we are already supposed to have mastered them, and the tests did not reflect the practice problems and testing materials she provided. I would strongly advise you to avoid this professor if you are an Econ major and want a high major GPA.""]"
CHEM 6CL,https://ucsbplat.com/curriculum/class/FALL%202025%2005637,Letter Grade,"[""A"", ""B+""]","[10, 10, 18]","[""This professor has ridiculous standards. No direction is given for the first lab report. You will not get feedback for your report until you've submitted two more, setting up students for failure. The quizzes were tough, asking students to memorize up to three complicated mechanisms and to be able to recreate any one of them on paper from memory."", ""Professor Gainer is amazing! Everything he says clicks and it really stays with you till test days. This class is heavily dependent on TAs and how they grade. My TA was Ms. Bashir, and she was ridiculously impossible to work with and just a mean grader. Do not sign up for Friday 8AM with Bashir!!!!!!"", ""Dr. Gainer is a super nice guy who has pretty useful lectures and is available for help if you need it. This class was not easy, but I think the difficulty of all exams was very reasonable. I HIGHLY recommend the book problems for practice! Labs themselves are TA dependent, but most of the TAs want you to succeed. I really enjoyed this class.""]"
LING 595,https://ucsbplat.com/curriculum/class/FALL%202025%2029652,Letter Grade,"[""A"", ""A""]","[15, 15, 15]","[""If you enjoy learning about Zanzopotec Chatino for 8weeks being taught by a guy who I swear acquired his teaching style from Ben Stein in Ferris Buellers Day Off then  this class is for you. Lectures are based almost solely around this language he researched. Only cool thing is the research project where you pick a language and analyze it's phono."", ""Super great professor. Really helpful when you need it. His voice is kind of mono-toned so lectures can seem to drag on, but he's overall a great guy."", ""This class is difficult mainly because lecture is mandatory, but extremely boring. Somehow, you must force yourself to go and pay attention or you won't do well. Also, go to section! I stopped going to section after the midterm and that was a huge mistake. The homework problem sets get increasingly difficult and more detailed after the midterm.""]"
ITAL 199RA,https://ucsbplat.com/curriculum/class/FALL%202025%2028324,Letter Grade,"[""A""]","[22, 10, 130]",[]
PSY 116,https://ucsbplat.com/curriculum/class/FALL%202025%2045153,Letter Grade,"[""A"", ""A""]","[100, 74, 125]","[""Class was super interesting and I enjoyed the material but the lectures were super boring partly because it was a WF 9:30AM class. The midterm rocked a lot of people but the final was super reasonable. Wouldn't say it's an easy A but if you keep up with the material, you'll do just fine. 40% midterm 40% final 20% quizzes based on lecture material"", ""Weekly quizes and tests are the only requirement for this class. Lecture and slide heavy but does a great job presenting the material.""]"
THTR 9,https://ucsbplat.com/curriculum/class/FALL%202025%2048462,Letter Grade,"[""A+"", ""A""]","[15, 17]",[]
PSTAT 501,https://ucsbplat.com/curriculum/class/FALL%202025%2044412,Pass/No Pass,[],"[30, 12, 11, 30]",[]
