course_name,course_url,professor,enrollment_trend,grading_trend,review_1,review_2,review_3
INT 186BI,https://ucsbplat.com/curriculum/class/FALL%202025%2064477/1,Ingrid Bowman,18/20,Pass,"You will hear mentoring stories, gather ideas, and explore opportunities to find your own mentors in your field of interest. By the end of the course, you will design your own structured mentoring plan. This seminar includes readings, story-telling, interviews, discussion and guest speakers. It will also incorporate a field trip to a local company utilizing modern mentorship practices in the workforce.","A very warm & welcoming professor who responded to emails quickly and was always there to help. I took LING10 Academic Reading & the course work seemed a little heavier than others, but doable. She's a tough grader, but as long as you're improving & participating especially, she's very nice. Her directions with work did seem unclear at times.","Good teaching? Yes. She knows how to teach writing for sure. Genuinely caring her students? Probably no. Make full use of her office hours and your tuition. A contrast in grading between her and another male lecturer Ingrid: several 70s, 80s on essay Another lecturer (I took his ling12): lowest to highest: 52-60 out of 60"
INT 186BN,https://ucsbplat.com/curriculum/class/FALL%202025%2027730,CARLA BORROMEO,19/20,A|A,"Italian Pop culture is a cultural phenomenon completely and intrinsically linked to the modern Italian society, permeating every aspect of Italian everyday life. Italian pop culture represents the creative aspect of the mass, influencing trends and desires of a large portion of the population. Although Italian Pop culture started in the XX century, it continues to evolve and transform itself, thanks to the advancement of modern technology, globalization and homologation consumption, influencing various sectors (music, style and fashion, food, movies and television, technology, shopping habits, art and language.)","Borromeo was nice, but she moved so fast and only spoke italian and it made content and learning that much more difficult. wouldn't recommend, very harsh grader and few assignments make your grade weighted by very little",There are a few writing assignments with a first and second draft but she does not give clear instructions or feedback(very hard to get above a 95 because of this). Overall not bad but studying will be your best friend.
INT 186BO,https://ucsbplat.com/curriculum/class/FALL%202025%2062919,Heather Blurton,20/20,Pass|Pass,"Had interesting lectures, and I enjoyed hearing what she had to say, but it seems like she really did not understand the subtext of a lot of books. Reading the books myself did not match at all with what she said. The final exam also requires so much studying- make sure you actually read the texts or it'd be near impossible.","Make sure to attend class, as she doesn't post what the class covered online. Blurton is super nice and her class is relatively straightforward, but the content is pretty boring and it was difficult to pay attention sometimes. Note down/remember a few main points for each topic/text covered and you should be fine.","Lectures basically worthless, you're on your own in understanding the texts. Worst English class I've taken. Knew it wasn't going to be good cuz it's medieval stuff but I was not ready for how poorly run it would truly be."
INT 186BZ,https://ucsbplat.com/curriculum/class/FALL%202025%2062901,Brooke Gardner,18/20,No data,"I think some people are too hard on the way that she teaches, I found that I enjoyed the style of lecturing and was able to access many resources outside the class that would help in the course. The tests were difficult but very doable. She is very accessible and has great TA's. You need to use your resources well","She went through some slides pretty quickly, but I liked her sense of humor and how she didn't make the class feel like JUST pure tests. As a transfer student and comparing her to other courses I've taken this year, I definitely miss her side formats, teaching style, and her TAs.","Gardner doesn't always explain the slides clearly in lecture, so make sure to go to TA sections."
INT 187AE,https://ucsbplat.com/curriculum/class/FALL%202025%2057067,Katie Baillargeon,35/35,A|A,"Hresholds: Exploring Horrifying Spaces in Film, Literature, and Games . From Resident Evil and Amnesia to The Haunting of Hill House and Cabin in the Woods, stories centering on haunted spaces are a staple of the horror genre. This seminar explores multiple media about crossing horrifying thresholds and considers how they each reflect contemporaneous societal concerns and mores.",B was amazing! I took her for an online summer course and even with the fast-paced weeks she took time to give good feedback and wants her students to do well. 10/10 would recommend and take her again!,"Can't describe how much I love this guy I loved 105m! The class was engaging and Prof Rutherford did a great job teaching. He's super understanding and approachable and gives great feedback on your work if you ask him for it, along with extensions, if you like creative writing and multimedia, I would def take this class."
INT 187AE,https://ucsbplat.com/curriculum/class/FALL%202025%2057067,Kevin Rutherford,35/35,Pass|Pass,"He's kind and whatnot. However, he appears to try really hard to stand out and uses his website outside of Canvas which kind of overcomplicates things for those who aren't very tech savvy. If you're looking to take one of his courses I'd just recommend becoming more familiar with the ins and outs of Google Drive.",B was amazing! I took her for an online summer course and even with the fast-paced weeks she took time to give good feedback and wants her students to do well. 10/10 would recommend and take her again!,"105m! The class was engaging and Prof Rutherford did a great job teaching. He's super understanding and approachable and gives great feedback on your work if you ask him for it, along with extensions, if you like creative writing and multimedia, I would def take this class."
INT 190MA,https://ucsbplat.com/curriculum/class/FALL%202025%2027805,Miroslava Chavez-Garcia,0/20,Pass|Pass,One thing that was good-- the midterms and final written answers she usually picks a topic we know well and discuss a lot in class.,"2 discussion posts, a midterm, and a final. A lot of reading and the midterm and final together make up 80% of your grade. A good grade is far from impossible in this class is you put in the effort.","Interesting and informative lectures, work throughout the quarter can be very time consuming. It's not a class for those looking for an easy A. She doesn't take attendance and it's easy to slip out of class but a lot of the info in lecture+ readings is what will be on the exam. She randomly selects 3 essay prompts out of 6 for the exams."
INT 190MB,https://ucsbplat.com/curriculum/class/FALL%202025%2027813,Miroslava Chavez-Garcia,0/20,Pass|Pass,One thing that was good-- the midterms and final written answers she usually picks a topic we know well and discuss a lot in class.,"2 discussion posts, a midterm, and a final. A lot of reading and the midterm and final together make up 80% of your grade. A good grade is far from impossible in this class is you put in the effort.","Interesting and informative lectures, work throughout the quarter can be very time consuming. It's not a class for those looking for an easy A. She doesn't take attendance and it's easy to slip out of class but a lot of the info in lecture+ readings is what will be on the exam. She randomly selects 3 essay prompts out of 6 for the exams."
INT 191G,https://ucsbplat.com/curriculum/class/FALL%202025%2027821,Fabio Rambelli,0/20,Pass|A,"One midterm, one 8 page paper, and one final. I ain't Asian, and I was scared of this class at first, but at the end, it wasn't thaaaattt bad. It was fairly interesting.","Unnecessarily long 8 page paper with no grading criteria. He does not answer questions in class (says its on the syllabus or that he answered it earlier when he didn't), and it is difficult to study for the midterm and final because they do not provide a study guide. The workload and grading is relatively excessive for a ge class.","He's Italian, but he speaks fluent Japanese and English! He's very passionate about EACS department and religion. Go to office hours if you are confused about anything he's really nice about explaining the text. He knows his stuff!"
INT 192DC,https://ucsbplat.com/curriculum/class/FALL%202025%2027847,Fabio Rambelli,0/20,Pass|Pass,"One midterm, one 8 page paper, and one final. I ain't Asian, and I was scared of this class at first, but at the end, it wasn't thaaaattt bad. It was fairly interesting.","Unnecessarily long 8 page paper with no grading criteria. He does not answer questions in class (says its on the syllabus or that he answered it earlier when he didn't), and it is difficult to study for the midterm and final because they do not provide a study guide. The workload and grading is relatively excessive for a ge class.","He's Italian, but he speaks fluent Japanese and English! He's very passionate about EACS department and religion. Go to office hours if you are confused about anything he's really nice about explaining the text. He knows his stuff!"
INT 193DC,https://ucsbplat.com/curriculum/class/FALL%202025%2057018,Fabio Rambelli,0/20,A|A,"One midterm, one 8 page paper, and one final. I ain't Asian, and I was scared of this class at first, but at the end, it wasn't thaaaattt bad. It was fairly interesting.","Unnecessarily long 8 page paper with no grading criteria. He does not answer questions in class (says its on the syllabus or that he answered it earlier when he didn't), and it is difficult to study for the midterm and final because they do not provide a study guide. The workload and grading is relatively excessive for a ge class.","He's Italian, but he speaks fluent Japanese and English! He's very passionate about EACS department and religion. Go to office hours if you are confused about anything he's really nice about explaining the text. He knows his stuff!"
INT 199DC,https://ucsbplat.com/curriculum/class/FALL%202025%2027870,Fabio Rambelli,0/15,A|A,"One midterm, one 8 page paper, and one final. I ain't Asian, and I was scared of this class at first, but at the end, it wasn't thaaaattt bad. It was fairly interesting.","Unnecessarily long 8 page paper with no grading criteria. He does not answer questions in class (says its on the syllabus or that he answered it earlier when he didn't), and it is difficult to study for the midterm and final because they do not provide a study guide. The workload and grading is relatively excessive for a ge class.","He's Italian, but he speaks fluent Japanese and English! He's very passionate about EACS department and religion. Go to office hours if you are confused about anything he's really nice about explaining the text. He knows his stuff!"
INT 84AD,https://ucsbplat.com/curriculum/class/FALL%202025%2056762,John Park,20/20,A|A,"He has a JD, try to keep up with his summarious lectures by doing all required readings.",Was one of the best professors I've came in contact with at UCSB. The class consisted of three online essays. He was so passionate about the coursework and overall wanted students to be engaged and do well in the class. I would definitely take his class again,2 midterms and 1 final which are all in person written essay exams. Pretty difficult class but worthwhile subject
INT 84AE,https://ucsbplat.com/curriculum/class/FALL%202025%2062893,Juan Lupi,19/20,A|A,"Through a selection of films from different genres (drama, comedy, documentary, experimental film), countries (Argentina, Chile, Cuba, Mexico) and historical periods (1910 - present), we will study how cinema has been mobilized as an instrument of militancy, propaganda and critique. We will also inquire into the legacy of the revolutionary projects of the past century, what they mean in the present and what lessons can the US learn from Latin American history and politics today.","Class with Professor Lupi! He is very sweet, understanding, and genuinely wants the best for all of his students. My TA Vanessa was also amazing! Not the easiest GE I've ever taken, but it wasn't super hard at all! Highly recommend!",
INT 84AH,https://ucsbplat.com/curriculum/class/FALL%202025%2063420,Tengiz Bibilashvili,23/20,A+|A,"Bibilashvili1 Year, Same as always. FANTASTIC professor that treats his students as first priority. Do not hesitate to take any class he gives, there is a near 100% chance that you will learn a lot of stuff. (You still have to earn your grade though, obviously.) ( is his LD special relativity seminar)","Bibilashvili1 Year, Same as always. FANTASTIC professor that treats his students as first priority. Do not hesitate to take any class he gives, there is a near 100% chance that you will learn a lot of stuff. (You still have to earn your grade though, obviously.) ( is his LD special relativity seminar)","- Special Relativity for Pedestrians . The goal of the seminar is to teach Special Relativity (SR) using Einstein Notation (EN). The class is designed for enthusiastic students with no or little background in SR. Prerequisite Physics 21, or at least concurrent enrollment in Physics 21. First we will see how EN is used in non-relativistic physics. Then we will learn SR using EN. At the end we will explore how relativistic kinematics is used in High Energy Experiments (HEX) in colliders (like LHC). Good grasp of EN will prepare students to better understand General Covariance of Physics laws like Maxwell’s equations in Electromagnetism."
INT 84BD,https://ucsbplat.com/curriculum/class/FALL%202025%2027268,Alex Simms,11/11,A|A,"Super easy/fun course&#8212;doesn't meet for half the qtr and almost no HW aside from two assignments (which, in addition to participation, account for entire grade). 1 OVERNIGHT camping field trip (you need your own gear) + a ton of walking, but wasn't too bad since it was just for a day. Grading rubrics are a bit vague but you'll get an A if you try!","Otherwise, there is no work outside of class. Lecture was interesting!","90% percent of the grade is based on only TWO HWs. No rubric was provided for the hw.I love the course design, and I love the field trip, but only two homework decided our final grade, and sometimes the reason to lose points is weird."
INT 84BL,https://ucsbplat.com/curriculum/class/FALL%202025%2063354,Maryam Majedi,16/20,A|A,"Challenging class, but now that I have completed cs24, I realized I need to thank Professor Majedi for her teaching style. The ULA office hour practice and worksheets were so helpful in building my code writing without ai skills. take her cs16 and work hard, it will set u up for success.","This was a difficult class, but she did her best to support her students during OH. Her lectures weren't super clear but there were a lot of opportunities to get your questions answered outside class and get more practice. Final was easy compared to the midterm. Overall, super caring but a little unclear in terms of expectations and teaching.","Isn't the best lecturer, but her teaching team sets up a good amt of resources to learn everything regardless. She made the midterm really hard to scare everyone (score of it is replaceable w/ online textbook work) and then made the Final super doable."
INT 86FA,https://ucsbplat.com/curriculum/class/FALL%202025%2064725,Tymoteusz Chajdas,15/20,No data,"Uses contract grading method, so you won't know your grade until after your final paper, and it's at his discretion. Class itself is chill. Just participate in class, do your group activities and weekly assignments, and complete your 3 papers on time. Tym does a good job getting every student to engage in the class.","Uses contract grading, so if you complete every assignment (regardless of the quality of the work), you'll have a B in the class. After that, the final in the class is a paper convincing him to give you an A. Would definitely recommend this as an easy GE.","All the instructions for activities were only given in class, so attendance is mandatory. The in-class activities were fun and required communication with classmates, so be ready to speak. Fair grading. He did give a lot of instruction for writing assignments this quarter. I think everyone got good results."
INT 86IT,https://ucsbplat.com/curriculum/class/FALL%202025%2027383,Nate Emery,12/20,Pass|Pass,"Class was way too much work for the grade you will receive, Nate comes off as a nice guy but is a brutal grader, Discussion sect. is ridiculous too even more work to get graded hard when you're only given 10 min to work on an assn. If you want a lot of non-sense work and receive a low grade then take this class. Don't plan on getting an A, he says.",One very long paper.,"The section is taught as if it is it's own class with it's own homework, assignments, projects, and quizzes. Lecture is relatively easy material - felt like you learn nothing new. But you won't receive the grade you deserve. Grade very harshly and unexpectedly."
INT 86VC,https://ucsbplat.com/curriculum/class/FALL%202025%2027409,Andrew Watts,7/11,Pass|Pass,"Is fantastic! His lectures are always very intriguing and engaging and are just overall very enjoyable. He is a very fair grader and is clear about his criteria. I found all of his assignments to be very intriguing, fun, and helpful in learning the content. Overall a very fun class and a great professor!","Andrew is an amazing professor, incredibly fair grader and class is always an (educational) blast. He gives breaks halfway through, shows cool movies, and always leads great discussions. Creativity is rewarded. Homework and midterms/finals are super manageable, but still interesting.","The class was graded on weekly assignments and biweekly meetings, along with a short final paper and composition for the guitar. Andrew Watts is super friendly and engaging, all smiles and lenient with deadlines. As long as you put effort into your work, you should be fine!"
INT 86VF,https://ucsbplat.com/curriculum/class/FALL%202025%2063362,Maryam Majedi,9/20,Pass|Pass,"Challenging class, but now that I have completed cs24, I realized I need to thank Professor Majedi for her teaching style. The ULA office hour practice and worksheets were so helpful in building my code writing without ai skills. take her cs16 and work hard, it will set u up for success.","This was a difficult class, but she did her best to support her students during OH. Her lectures weren't super clear but there were a lot of opportunities to get your questions answered outside class and get more practice. Final was easy compared to the midterm. Overall, super caring but a little unclear in terms of expectations and teaching.","Isn't the best lecturer, but her teaching team sets up a good amt of resources to learn everything regardless. She made the midterm really hard to scare everyone (score of it is replaceable w/ online textbook work) and then made the Final super doable."
INT 92TM,https://ucsbplat.com/curriculum/class/FALL%202025%2064386,Erik Muller,6/1,No data,"Uller, my friend just took his class today (), they loved my dad. Shoutout to Lucas Spieler for giving my dad a 10/10.","Loved this professor! He was super friendly and interesting, plus I loved the subject of the class. If you do a sufficient amount of work you can definitely do well on the tests, I got an A without too much stress. Textbook unnecessary.","Erik is an amazing professor! He really cares about the knowledge of his students in the environmental field. a ""science"" upper division for a reason because the first half is a lot of chemistry, but if you don't get it Erik will definitely help you in office hours! Attendance is mandatory and the tests are not easy, but this class rocks!"
INT 92VM,https://ucsbplat.com/curriculum/class/FALL%202025%2064402,Kayla McLaughlin,14/50,No data,Kayla is an awesome Spanish teacher! Most beneficial Spanish class I've taken. She genuinely cares about her students and does everything in her power to help. The class is very structured and she is so well organized. If you pay attention in class and do the work; you'll be fine. She's always available to help after class and in office hours too.,"This was my 4th quarter taking Spanish here, and honestly, Kayla was my favorite of the professors I've had in the department. Her speaking is fluid and very clear, and she prepared a variety of activities for us to actively work on our writing and speaking Spanish. Lots of hard concepts for Span5, but she explained them in ways that made sense.",She offered so many resources for her students and was always willing to put in extra hours to help proofread an essay or clarify any concepts.
IQB 210,https://ucsbplat.com/curriculum/class/FALL%202025%2027961,Sebastian Streichan,0/50,A|A,"Biochemistry & Molecular Biology Techniques for Physical Scientists . An intensive laboratory course for physical science and engineering students providing background knowledge and laboratory experience in standard molecular biology and protein purification techniques, as well as techniques for characterizing purified proteins.","So, if u really want to learn something, I recommend you utilize office hours to talk with him. He's so EZ to contact! And u can use the information from OCW as ur REAL lecture notes if you want both an A grade and a good environment.",
IQB 218A,https://ucsbplat.com/curriculum/class/FALL%202025%2027979/2,Denise Montell,6/7,A|A,"Experimental design and approaches, and a focus on critical thinking and problem solving, will reveal how fundamental, highly significant biological problems are unraveled using molecular genetic strategies. Reading will be assigned from a mix of classic and current peer-reviewed papers.","He's nice, understanding, and very knowledgeable, but sometimes he's blunt. A lot of material isn't found in the notes, so definitely show up to lecture. Provides study guides and practice tests. Grade is made up of exams only, textbook was a good supplement but not necessary. Exams seemed very fair to me.","Seems like she didn't prepare for lectures or know what she was going to talk about. Slides crammed with little information. Doesn't respond to emails, has others do it for her."
IQB 222A,https://ucsbplat.com/curriculum/class/FALL%202025%2027987,Angela Pitenis,0/5,A|A,"Introduction to the various intermolecular interactions in solution and in colloidal systems: Van der Waals, electrostatic, hydrophobic, solvation, H-bonding. Introduction to colloidal systems.","Prof Pitenis is really nice, but i agree with the other comments, i think this is the most boring class i have taken. The material is expansive, and really tedious to work through.","Most people interested in materials take the 100 series so the 101 series is a speed run of everything, and taught to people who do not care about materials which kind of sucks but oh well. wish it wasnt required and I can could another tech elective instead."
IQB 224,https://ucsbplat.com/curriculum/class/FALL%202025%2027995,Zvonimir Dogic,0/50,A|A,"Number of participants will be limited to 12 or the number of first-year BMSE students, whichever is smaller.","By the time I knew what type of lab report she wanted, the labs were all done. Someone should honestly fire this atrocity of a professor.",
IQB 290HW,https://ucsbplat.com/curriculum/class/FALL%202025%2028068,Herb Waite,8/12,No data,Herb is a super nice guy and is very accessible outside of class/ excited to talk to his students about protein biochemistry. Very hard take-home midterm and final that take up most of your grade but curves generously so no one fails. The TA Rae will teach this in the future and theyre awesome too! Genuinely challenged me to think outside the box.,"Incredibly captivating if you're passionate about protein biochemistry. Take-home midterm and final took > 20hrs over a weekend, but it's well worth it because I earned the ability to THINK like a real scientist. Hard, but worth it",If you're not soft and actually want to learn some biochemistry. Pay attention in class. Understand the homeworks. A great chance to free yourself from the reigns and rigidity unconsciously developed through years of cookie-cutter courses. A deeply satisfying course with the right mentality despite its frustrating idiosyncrasies.
ITAL 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028134,CARLA BORROMEO,12/20,A|A,There are a few writing assignments with a first and second draft but she does not give clear instructions or feedback(very hard to get above a 95 because of this). Overall not bad but studying will be your best friend.,"She was super sweet, you will need to do a decent amount of studying outside of class because the lectures don't fully prepare you for the exams and quizzes in my opinion. But it is an easy class.",For any Italian courses participation is important.
ITAL 1,https://ucsbplat.com/curriculum/class/FALL%202025%2070821,Laura Sarnelli,5/20,A|A,"1 as a hybrid course, and I loved it. Since it was a hybrid course there was a lot of homework at times, with a quiz about every two weeks plus writing assignments. Overall, I loved this class and Professor Sarnelli. Shes really nice and fair, I defiantly recommend taking a class with her.","I loved her so much, by FAR my favorite professor I have ever had. Treats ever",Quizzes every other 2 weeks a total of 4 but not too bad if you study for them. Gives clear instructions is very patient wants her students to succeed.
ITAL 1,https://ucsbplat.com/curriculum/class/FALL%202025%2070805,Maria Crickette,9/24,A|A,Amazing professor,GREAT Professor!! I loved her class. She is so sweet and makes a great connection with her students. Awesome at teaching Italian.,"Best language teacher I've had here. I loved this class and everyone who took the class was really engaged. She was so kind and clear and she is also from Italy. I learned so much. Also, people were not lying she is literally the best dressed professor ever. It doesn't matter that much but I was genuinely inspired. Thanks Professor Crickette!"
ITAL 119B,https://ucsbplat.com/curriculum/class/FALL%202025%2052845,Laura Sarnelli,0/25,A|A-,"Texts can sometimes be slightly tricky, but as long as you put an effort she is super understanding. Class started with a student presentation on some material and followed up by a lecture by the prof mixed with discussion. Instead of a final exam we had a project which was a fun twist.","Texts can sometimes be slightly tricky, but as long as you put an effort she is super understanding. Class started with a student presentation on some material and followed up by a lecture by the prof mixed with discussion. Instead of a final exam we had a project which was a fun twist.","(Taught in Italian) Focuses on forms of cultural translation between Italy and America. Examples of these translations: American travelers in Italy to nineteenth-century translators of Dante, from emigrant culture to the mafia to the 'spaghetti' western to Italian hip-hop."
ITAL 130X,https://ucsbplat.com/curriculum/class/FALL%202025%2052878,David Moak,22/80,A-,Is hilarious and makes learning a new language fun! He genuinely cares about his students and I want to take an upper div with him next quarter!,He makes every class easier just because he truly explains everything in a way that's easy to understand. I have had other professors who are also highly educated but no one as humble and passionate as Dr Moak.,I think this class is a very doable writing elective for non-French or comp lit majors and is interesting to anyone unfamiliar with the topic.
ITAL 139CX,https://ucsbplat.com/curriculum/class/FALL%202025%2052852,Stephanie Hom,10/51,A|A,"(Taught in English) A study of Italian colonialism in Africa and the Mediterranean from 1861-1945, including Libya, Rhodes & the Dodecanese, and the Horn of Africa (Eritrea, Somalia, Ethiopia).","Hom is an incredibly qualified professor who gave super engaging lectures! I took 120X as a random GE but genuinely learned so much. There was minimal work, primarily just readings. Essay rather than in-person final was also a bonus. Would recommend for anyone.","My favorite professor I've had so far! Her class was so interesting and I would 100% recommend it to anyone! The class consisted of a couple online quizzes, a midterm, and a final paper. Overall not a lot of work and I would definitely take this class again!"
ITAL 139ZX,https://ucsbplat.com/curriculum/class/FALL%202025%2052860,Stephanie Hom,130/130,A|A,"(Taught in English) Considers the reality and representation of Italian organized crime (Mafia, Camorra, ?Ndrangheta, etc?) in a transnational perspective, and in specific reference to Italian immigration in the US and American popular culture.","Hom is an incredibly qualified professor who gave super engaging lectures! I took 120X as a random GE but genuinely learned so much. There was minimal work, primarily just readings. Essay rather than in-person final was also a bonus. Would recommend for anyone.","My favorite professor I've had so far! Her class was so interesting and I would 100% recommend it to anyone! The class consisted of a couple online quizzes, a midterm, and a final paper. Overall not a lot of work and I would definitely take this class again!"
ITAL 1HY,https://ucsbplat.com/curriculum/class/FALL%202025%2070839,Maria Crickette,3/16,A|A,"Maria cares about all of her students and wants everyone to succeed! Her in-class activities were really helpful and engaging, and the homework is straightforward as well. The big assignments are 4 quizzes on canvas and 3 written compositions, final was a 3-minute conversation with a partner. Maria wants everyone to succeed, 100% recommend her!!","Maria cares about all of her students and wants everyone to succeed! Her in-class activities were really helpful and engaging, and the homework is straightforward as well. The big assignments are 4 quizzes on canvas and 3 written compositions, final was a 3-minute conversation with a partner. Maria wants everyone to succeed, 100% recommend her!!","1 Hybrid . Beginning Italian in areas of grammar and basic language skills. Face-to-face classroom contact combined with online work. , , and form a three-course series equivalent to , 2, & 3, Elementary Italian series."
ITAL 4,https://ucsbplat.com/curriculum/class/FALL%202025%2070854,Laura Sarnelli,6/20,A-|B+,"Not a hard grader, especially if you show that you're making an effort. Definitely would take her again.","Laura's class is by far in my top 3 of classes I've ever taken at UCSB (I'm a bio major). The material was fascinating &amp; I really appreciated how much she enforced Italian only in the classroom. I'd only taken up to Ital 3 so it was a bit daunting at first, I spent a lot of time on the readings but all worth it. We even get to watch a few films!","Italian 1 as a hybrid course, and I loved it. Since it was a hybrid course there was a lot of homework at times, with a quiz about every two weeks plus writing assignments. Overall, I loved this class and Professor Sarnelli. Shes really nice and fair, I defiantly recommend taking a class with her."
JAPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028381,Akiyo Cantrell,26/26,A|A,"The course curriculum is straight forward, though for many the class pace is fast. As long as you study for the vocab/Kanji quizzes and really get the Kana alphabets in your head the class is intuitive.",She is such a sweet lady! I really enjoyed her class.,"The course curriculum is straight forward, though for many the class pace is fast. As long as you study for the vocab/Kanji quizzes and really get the Kana alphabets in your head the class is intuitive."
JAPAN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028407,Yukiko Tsuchiya,23/26,A|A,"The course curriculum is straight forward, though for many the class pace is fast. As long as you study for the vocab/Kanji quizzes and really get the Kana alphabets in your head the class is intuitive.",She is such a sweet lady! I really enjoyed her class.,"The course curriculum is straight forward, though for many the class pace is fast. As long as you study for the vocab/Kanji quizzes and really get the Kana alphabets in your head the class is intuitive."
JAPAN 120A,https://ucsbplat.com/curriculum/class/FALL%202025%2028506,Yoko Yamauchi,9/24,A|A,"Additionally, she was ALWAYS willing to take the time to enrich the learning experience, even outside of the time designated to class and office hours!",Yamauchi-sensei's immersive approach to language learning in the classroom has made me confident in my ability to learn Japanese. Definitely take her!,Definitely will take again.
JAPAN 4,https://ucsbplat.com/curriculum/class/FALL%202025%2028415,Akiyo Cantrell,15/24,A|A,She's also always happy to answer questions and help clarify anything. The grading criteria was super clear and dates were always made known well in advance. Highly highly recommend.,"Akiyo-Sensei is amazing! She handled the transition to online class really well, and made her zoom class very similar to an in-person class. She is very clear and understandable and makes class fun and interesting. I'd highly recommend her classes!",LOVE AKIYO SENSEI! She's super funny and really gets the students to participate. She is one of the sweetest people I've ever met and she's always available when you need her. I 10/10 recommend taking a class with her. She's amazing!
JAPAN 4,https://ucsbplat.com/curriculum/class/FALL%202025%2028423,Yoko Yamauchi,26/26,A|A,Yamauchi-sensei's immersive approach to language learning in the classroom has made me confident in my ability to learn Japanese. Definitely take her!,Definitely will take again.,Rather easy to take good grade if well-prepared.
KOR 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028654,Wona Lee,25/25,A|A,"She is genuinely such a kind professor, she understands and cares about your situation. The environment she fosters is just unlike any other and really motivates you to learn while interacting with your peers.","There are a few out-of-class projects but they don't take long and you have to purchase a textbook/workbook. With that, her classes aren't boring and she likes when you interact with your fellow peers.","Language class in a three-week session is at a crazily fast pace, but Wona really knows how to make the class creative, engaging and enjoyable. All grading except for tests and exams are based on completion, so it is an easy A!"
KOR 123,https://ucsbplat.com/curriculum/class/FALL%202025%2057802,Susan Hwang,24/35,A|A,"All reading, viewing, and listening material will be available inEnglish translation.","Thoroughly enjoyed taking with Professor Hwang! There are weekly readings and a short quiz at the beginning of each lecture on the readings. The quizzes are straightforward and not trying to trick you. Her papers are also straightforward and enjoyable to write. She's a great lecturer, a passionate prof, and wants you to do well!","Class and it was such a nice class to take at the end of your school day! It's not easy because it's simple, it's easy because she's super engaging and makes the topics entertaining to learn. Even as someone who's not a reader, I enjoyed the reading she assigned and the conversations in class abt it :) would do again!"
KOR 4,https://ucsbplat.com/curriculum/class/FALL%202025%2057810,Wona Lee,8/25,A|A,"Be ready to have homework every night, but her grading criteria is very clear and she is very accessible by email. You also don't need to go to office hours to ask questions because she often fosters kittens and you can say hi.","The class moves really fast, however, it is easy to pass as long as you show up and do your homework. She makes it so that your grade is not overly weighted on tests but rather on participation and homework. Do not take the summer session if you have no prior knowledge of Korean or at least be willing to put in effort at the beginning to catch up.","Took the full two year Korean series with her and it was such a great experience, if you can take this class i highly highly recommend!! second year is more work and it moves quickly, so don't underestimate the effort it will take to get a higher grade, but its 100% worth it. she sometimes brings her adorable foster kittens to office hours"
LAIS 10,https://ucsbplat.com/curriculum/class/FALL%202025%2053587,Juan Cobo,100/100,A|B,Like there is a tonnnn of content and lots of papers and writing.,The content was manageable and was broken down easily.,"Only 2 papers, midterm and final. Theres 1 quiz and 1 discussion every week but those are pretty simple. theres multiple attempts on quizzes. He is really nice and willing to help. very passionate about his work"
LAIS 2,https://ucsbplat.com/curriculum/class/FALL%202025%2062307,Jaime Alves,2/12,No data,Is great! He is passionate about what he teaches and makes lectures interesting. The class is overall fairly easy. I would definitely recommend taking this course.,"TA helped a lot, but he really tries his best to get you to understand things in class. 3 essays for the entire quarter and a couple of last-minute extra credit opportunities. Overall would take his class again and it got me interested in this minor.",Provides little to no feedback and does not have a clear grading rubric Harsh grader and mandatory attendance and pop quizzes during a pandemic is inconsiderate and risky.
LAIS 200,https://ucsbplat.com/curriculum/class/FALL%202025%2059550,Alicia Boswell,9/10,A|A,Introduction to Latin American and Iberian Studies 200 .,Like there is a tonnnn of content and lots of papers and writing.,"A poll was taken during the first section - 90% taking for GE, but still papers required outside sources from UCSB library and both midterm and final were brutal. Memorization heavy and excessive readings. DO NOT TAKE if you don't like the subject because lectures are boring and it will not be an easy GE."
LAIS 200,https://ucsbplat.com/curriculum/class/FALL%202025%2059550,Juan Cobo,9/10,A|A-,Like there is a tonnnn of content and lots of papers and writing.,If you want a easy GE don't take this class its a joke. She gives you almost 100 terms on the final and only testing you on 4 not including 3 separate essays you have to write with the multiple choice map question + close reading. All section attendance is required and if u miss one u get dropped.,"Way too much work for a GE with a lot of required reading and research that's barely used outside of the final project. Midterm, Final Project, and Final make up 90% of the grade. Expects way too much on the midterm and especially the final"
LATIN 1,https://ucsbplat.com/curriculum/class/FALL%202025%2028779,Rose MacLean,20/26,A|B+,"She utilized Zoom as effectively as possible, making participation and attendance easygoing. Her lecture videos were clear and understandable; the homework and exams were straightforward, based on textbook material.",You can achieve a good grade as soon as you put in some effort like doing all HW (with lowest 10 dropped) and doing the memorization regularly.,This was one of my favorite classes I've taken here at UCSB. If you put in the work outside of class the class will come easy. Lost of memorization so if you don't take the time you will fall behind. The class itself was laid back and she was a pretty easy grader. would recommend
